mmsi_1,mmsi_2,timestamp,vessel_Proximity
563014650,565761000,2023-03-08 22:30:00+00:00,373.0197669124046
563014650,564780000,2023-03-08 22:30:00+00:00,239.16610943275654
232345740,875832716,2023-03-22 16:30:00+00:00,477.06172956432744
232345740,218719092,2023-03-22 16:30:00+00:00,232.11699298420834
563078430,352002300,2023-03-13 22:30:00+00:00,96.29234888983585
565761000,352002300,2023-03-12 14:30:00+00:00,49.231751712013434
563014650,564780000,2023-03-22 22:30:00+00:00,255.71916023195402
232345740,875832716,2023-03-16 10:30:00+00:00,116.93516992707119
565761000,564780000,2023-03-19 02:30:00+00:00,114.3819440814901
563078430,352002300,2023-03-13 16:30:00+00:00,284.6159588157036
232006548,889799564,2023-03-14 20:30:00+00:00,203.40980311356356
232006548,875832716,2023-03-14 20:30:00+00:00,142.5995895281466
875832716,232006548,2023-03-15 03:30:00+00:00,10.181574887955556
875832716,232345740,2023-03-15 03:30:00+00:00,12.26586007863619
875832716,218719092,2023-03-15 03:30:00+00:00,12.997928275254786
875832716,889799564,2023-03-15 03:30:00+00:00,18.938496177723678
564654000,563014650,2023-03-06 03:30:00+00:00,495.45331837040226
232006548,232345740,2023-03-16 11:30:00+00:00,337.05619050856995
232006548,875832716,2023-03-16 11:30:00+00:00,164.78315369443308
889799564,232006548,2023-03-16 12:30:00+00:00,308.50692000055574
889799564,875832716,2023-03-16 12:30:00+00:00,326.6795240965213
563014650,564654000,2023-03-06 03:30:00+00:00,495.45331837040226
232345740,875832716,2023-03-15 06:30:00+00:00,12.855137822195847
232345740,218719092,2023-03-15 06:30:00+00:00,1.313431517042099
232345740,889799564,2023-03-15 06:30:00+00:00,5.8589821113240275
232345740,232006548,2023-03-15 06:30:00+00:00,6.293785358189212
352656000,538008064,2023-03-14 16:30:00+00:00,52.18682957159188
232006548,875832716,2023-03-17 14:30:00+00:00,298.61078878670475
232006548,232345740,2023-03-17 14:30:00+00:00,277.2858496430506
232006548,232345740,2023-03-17 18:30:00+00:00,139.79989794480554
232006548,875832716,2023-03-22 11:30:00+00:00,42.49940198559991
232345740,875832716,2023-03-16 20:30:00+00:00,360.9013837940145
563014650,564780000,2023-03-17 18:30:00+00:00,338.90527717368275
232345740,875832716,2023-03-17 16:30:00+00:00,74.4762192205836
232345740,232006548,2023-03-17 16:30:00+00:00,32.2538184311469
218719092,232345740,2023-03-22 00:30:00+00:00,260.8689585089385
563014650,564780000,2023-03-23 20:30:00+00:00,430.02643996227084
232345740,232006548,2023-03-17 18:30:00+00:00,139.79989794480554
875832716,218719092,2023-03-15 07:30:00+00:00,14.106803860749094
875832716,889799564,2023-03-15 07:30:00+00:00,15.998991086202732
875832716,232006548,2023-03-15 07:30:00+00:00,5.373045805727532
875832716,232345740,2023-03-15 07:30:00+00:00,13.053560145630305
565761000,564780000,2023-03-18 22:30:00+00:00,213.05369339283723
218719092,232345740,2023-03-21 21:30:00+00:00,63.39387739867526
218719092,875832716,2023-03-21 21:30:00+00:00,417.7371706721496
232345740,875832716,2023-03-17 03:30:00+00:00,362.44672881200137
563014650,564780000,2023-03-22 05:30:00+00:00,216.10055928416946
352656000,538008064,2023-03-14 07:30:00+00:00,45.719482421255584
563014650,564780000,2023-03-23 01:30:00+00:00,248.52861369033164
563014650,352002300,2023-03-13 01:12:24+00:00,38.89555398132864
352002300,565761000,2023-03-12 16:30:00+00:00,85.28745253357721
